movie_title,duration,budget,gross,imdb_score,success_category,num_voted_users,movie_facebook_likes,director_facebook_likes,title_year,genres,country,language,content_rating,aspect_ratio,color,profit,roi,budget_millions,gross_millions
Dragon Wars: D-War ,107.0,35000000.0,10956379.0,3.6,Average,21506,0,26.0,2007.0,Action|Drama|Fantasy|Horror|Thriller,South Korea,English,PG-13,2.35,Color,-24043621.0,-68.69606,35.0,10.956379
Bogus ,110.0,30000000.0,4357000.0,5.3,Average,5176,350,278.0,1996.0,Comedy|Family|Fantasy,USA,English,PG,1.85,Color,-25643000.0,-85.47666666666667,30.0,4.357
The Incredible Burt Wonderstone ,100.0,30000000.0,22525921.0,5.9,Average,60596,13000,35.0,2013.0,Comedy,USA,English,PG-13,2.35,Color,-7474079.0,-24.913596666666667,30.0,22.525921
Cats Don't Dance ,75.0,32000000.0,3562749.0,6.9,Hit,5600,643,10.0,1997.0,Animation|Comedy|Family|Fantasy|Musical,USA,English,G,1.33,Color,-28437251.0,-88.866409375,32.0,3.562749
Cradle Will Rock ,132.0,32000000.0,2899970.0,6.9,Hit,8039,625,0.0,1999.0,Drama,USA,English,R,2.35,Color,-29100030.0,-90.93759375,32.0,2.89997
The Good German ,105.0,32000000.0,1304837.0,6.1,Hit,21481,559,0.0,2006.0,Drama|Mystery|Thriller,USA,English,R,1.66, Black and White,-30695163.0,-95.92238437500001,32.0,1.304837
George and the Dragon ,93.0,32000000.0,0.0,5.7,Average,3088,290,0.0,2004.0,Action|Adventure|Comedy|Fantasy|Romance,USA,English,PG,2.35,Color,-32000000.0,-100.0,32.0,0.0
Apocalypse Now ,289.0,31500000.0,78800000.0,8.5,Hit,450676,19000,0.0,1979.0,Drama|War,USA,English,R,2.35,Color,47300000.0,150.15873015873015,31.5,78.8
Going the Distance ,102.0,32000000.0,17797316.0,6.3,Hit,50523,0,8.0,2010.0,Comedy|Romance,USA,English,R,2.35,Color,-14202684.0,-44.3833875,32.0,17.797316
Mr. Holland's Opus ,143.0,6500000.0,82528097.0,7.3,Hit,30230,0,65.0,1995.0,Drama|Music,USA,English,PG,2.35,Color,76028097.0,1169.6630307692308,6.5,82.528097
Criminal ,113.0,31500000.0,14268533.0,6.3,Hit,17319,0,34.0,2016.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,UK,English,R,2.35,Color,-17231467.0,-54.70306984126984,31.5,14.268533
Out of Africa ,161.0,31000000.0,87100000.0,7.2,Hit,52339,0,521.0,1985.0,Biography|Drama|Romance,USA,English,PG,1.85,Color,56100000.0,180.96774193548387,31.0,87.1
Flight ,138.0,31000000.0,93749203.0,7.3,Hit,264047,64000,0.0,2012.0,Drama|Thriller,USA,English,R,2.35,Color,62749203.0,202.41678387096775,31.0,93.749203
Moonraker ,126.0,34000000.0,62700000.0,6.3,Hit,69534,0,43.0,1979.0,Action|Adventure|Sci-Fi|Thriller,UK,English,PG,2.35,Color,28700000.0,84.41176470588235,34.0,62.7
The Grand Budapest Hotel ,99.0,25000000.0,59073773.0,8.1,Hit,475518,149000,0.0,2014.0,Adventure|Comedy|Crime|Drama,USA,English,R,1.37,Color,34073773.0,136.295092,25.0,59.073773
Hearts in Atlantis ,101.0,31000000.0,24185781.0,6.9,Hit,30339,0,96.0,2001.0,Drama|Mystery,USA,English,PG-13,2.35,Color,-6814219.0,-21.98135161290323,31.0,24.185781
Arachnophobia ,103.0,31000000.0,53133888.0,6.3,Hit,50389,0,155.0,1990.0,Comedy|Fantasy|Horror|Thriller,USA,English,PG-13,1.85,Color,22133888.0,71.39963870967742,31.0,53.133888
Frequency ,118.0,31000000.0,44983704.0,7.3,Hit,81866,0,40.0,2000.0,Crime|Drama|Mystery|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,13983704.0,45.108722580645164,31.0,44.983704
Ghostbusters ,116.0,144000000.0,118099659.0,5.5,Average,69790,62000,176.0,2016.0,Action|Comedy|Fantasy|Sci-Fi,USA,English,PG-13,2.35,Color,-25900341.0,-17.986347916666666,144.0,118.099659
Vacation ,99.0,31000000.0,58879132.0,6.1,Hit,66123,28000,0.0,2015.0,Adventure|Comedy,USA,English,R,2.35,Color,27879132.0,89.93268387096775,31.0,58.879132
Get Shorty ,105.0,30250000.0,72077000.0,6.9,Hit,62986,0,188.0,1995.0,Comedy|Crime|Thriller,USA,English,R,1.85,Color,41827000.0,138.2710743801653,30.25,72.077
Chicago ,113.0,45000000.0,170684505.0,7.2,Hit,172080,0,252.0,2002.0,Comedy|Crime|Musical,USA,English,PG-13,1.85, Black and White,125684505.0,279.2989,45.0,170.684505
Big Daddy ,93.0,34200000.0,163479795.0,6.4,Hit,161858,0,221.0,1999.0,Comedy|Drama,USA,English,PG-13,1.85,Color,129279795.0,378.0110964912281,34.2,163.479795
American Pie 2 ,108.0,30000000.0,145096820.0,6.4,Hit,200260,0,6.0,2001.0,Comedy,USA,English,R,1.85,Color,115096820.0,383.6560666666667,30.0,145.09682
Toy Story ,74.0,30000000.0,191796233.0,8.3,Hit,623757,0,487.0,1995.0,Adventure|Animation|Comedy|Family|Fantasy,USA,English,G,1.85,Color,161796233.0,539.3207766666667,30.0,191.796233
Speed ,116.0,25000000.0,121248145.0,7.2,Hit,260981,0,101.0,1994.0,Action|Adventure|Crime|Thriller,USA,English,R,2.35,Color,96248145.0,384.99258,25.0,121.248145
The Vow ,104.0,30000000.0,125014030.0,6.8,Hit,145852,32000,23.0,2012.0,Drama|Romance,USA,English,PG-13,2.35,Color,95014030.0,316.71343333333334,30.0,125.01403
Extraordinary Measures ,106.0,31000000.0,11854694.0,6.5,Hit,14281,0,12.0,2010.0,Drama,USA,English,PG,1.85,Color,-19145306.0,-61.75905161290323,31.0,11.854694
Remember the Titans ,120.0,30000000.0,115648585.0,7.8,Hit,160776,0,132.0,2000.0,Biography|Drama|Sport,USA,English,PG,2.35,Color,85648585.0,285.49528333333336,30.0,115.648585
The Hunt for Red October ,135.0,30000000.0,122012643.0,7.6,Hit,143696,0,323.0,1990.0,Action|Adventure|Thriller,USA,English,PG,2.35,Color,92012643.0,306.70880999999997,30.0,122.012643
Lee Daniels' The Butler ,132.0,30000000.0,116631310.0,7.2,Hit,87665,41000,304.0,2013.0,Biography|Drama,USA,English,PG-13,1.85,Color,86631310.0,288.7710333333333,30.0,116.63131
Dodgeball: A True Underdog Story ,92.0,20000000.0,114324072.0,6.7,Hit,185338,0,43.0,2004.0,Comedy|Sport,USA,English,PG-13,2.35, Black and White,94324072.0,471.62036,20.0,114.324072
The Addams Family ,99.0,38000000.0,113502246.0,6.8,Hit,96607,5000,188.0,1991.0,Comedy|Fantasy,USA,English,PG-13,1.85,Color,75502246.0,198.69012105263158,38.0,113.502246
Ace Ventura: When Nature Calls ,90.0,30000000.0,108360000.0,6.3,Hit,160321,0,176.0,1995.0,Adventure|Comedy,USA,English,PG-13,2.35,Color,78360000.0,261.2,30.0,108.36
The Princess Diaries ,111.0,37000000.0,108244774.0,6.2,Hit,94049,0,0.0,2001.0,Comedy|Family|Romance,USA,English,G,1.85,Color,71244774.0,192.55344324324324,37.0,108.244774
The First Wives Club ,103.0,26000000.0,105444419.0,6.2,Hit,31817,0,37.0,1996.0,Comedy,USA,English,PG,1.85,Color,79444419.0,305.5554576923077,26.0,105.444419
Se7en ,127.0,33000000.0,100125340.0,8.6,Hit,1023511,39000,21000.0,1995.0,Crime|Drama|Mystery|Thriller,USA,English,R,2.35,Color,67125340.0,203.41012121212123,33.0,100.12534
District 9 ,112.0,30000000.0,115646235.0,8.0,Hit,531737,22000,662.0,2009.0,Action|Sci-Fi|Thriller,South Africa,English,R,1.85,Color,85646235.0,285.48745,30.0,115.646235
The SpongeBob SquarePants Movie ,87.0,30000000.0,85416609.0,7.0,Hit,58906,0,47.0,2004.0,Adventure|Animation|Comedy|Family|Fantasy,USA,English,PG,1.85,Color,55416609.0,184.72203000000002,30.0,85.416609
Mystic River ,138.0,25000000.0,90135191.0,8.0,Hit,338415,12000,16000.0,2003.0,Crime|Drama|Mystery|Thriller,USA,English,R,2.35,Color,65135191.0,260.540764,25.0,90.135191
Million Dollar Baby ,132.0,30000000.0,100422786.0,8.1,Hit,482064,14000,16000.0,2004.0,Drama|Sport,USA,English,PG-13,2.35,Color,70422786.0,234.74262000000002,30.0,100.422786
Analyze This ,103.0,30000000.0,106694016.0,6.7,Hit,123940,0,11000.0,1999.0,Comedy|Crime,USA,English,R,1.85,Color,76694016.0,255.64672000000002,30.0,106.694016
The Notebook ,123.0,29000000.0,64286.0,7.9,Hit,396396,57000,415.0,2004.0,Drama|Romance,USA,English,PG-13,2.35,Color,-28935714.0,-99.77832413793102,29.0,0.064286
27 Dresses ,111.0,30000000.0,76806312.0,6.1,Hit,124501,0,98.0,2008.0,Comedy|Romance,USA,English,PG-13,2.35,Color,46806312.0,156.02104,30.0,76.806312
Hannah Montana: The Movie ,102.0,30000000.0,79566871.0,4.2,Average,31760,0,23.0,2009.0,Comedy|Drama|Family|Music|Romance,USA,English,G,1.85,Color,49566871.0,165.22290333333333,30.0,79.566871
Rugrats in Paris: The Movie ,78.0,30000000.0,76501438.0,6.1,Hit,8146,181,0.0,2000.0,Adventure|Animation|Comedy|Family|Romance,Germany,English,G,1.85,Color,46501438.0,155.0047933333333,30.0,76.501438
The Prince of Tides ,132.0,30000000.0,74787599.0,6.6,Hit,12549,883,0.0,1991.0,Drama|Romance,USA,English,R,1.85,Color,44787599.0,149.29199666666665,30.0,74.787599
Legends of the Fall ,133.0,30000000.0,66528842.0,7.5,Hit,112175,11000,380.0,1994.0,Drama|Romance|War|Western,USA,English,R,1.85,Color,36528842.0,121.76280666666666,30.0,66.528842
Up in the Air ,108.0,25000000.0,83813460.0,7.4,Hit,270238,19000,655.0,2009.0,Drama|Romance,USA,English,R,1.85,Color,58813460.0,235.25383999999997,25.0,83.81346
About Schmidt ,125.0,30000000.0,65010106.0,7.2,Hit,107557,0,729.0,2002.0,Comedy|Drama,USA,English,R,1.85,Color,35010106.0,116.70035333333333,30.0,65.010106
Warm Bodies ,98.0,35000000.0,66359959.0,6.9,Hit,184641,81000,129.0,2013.0,Comedy|Horror|Romance,USA,English,PG-13,2.35,Color,31359959.0,89.59988285714286,35.0,66.359959
Looper ,119.0,30000000.0,66468315.0,7.4,Hit,428916,75000,0.0,2012.0,Action|Crime|Drama|Sci-Fi|Thriller,USA,English,R,2.35,Color,36468315.0,121.56105,30.0,66.468315
Down to Earth ,87.0,30000000.0,64172251.0,5.4,Average,19079,602,129.0,2001.0,Comedy|Fantasy,USA,English,PG-13,1.85,Color,34172251.0,113.90750333333332,30.0,64.172251
Babe ,91.0,30000000.0,66600000.0,6.8,Hit,94435,5000,108.0,1995.0,Comedy|Drama|Family,Australia,English,G,1.85,Color,36600000.0,122.0,30.0,66.6
Hope Springs ,100.0,30000000.0,63536011.0,6.3,Hit,34258,0,64.0,2012.0,Comedy|Drama|Romance,USA,English,PG-13,2.35,Color,33536011.0,111.78670333333334,30.0,63.536011
Forgetting Sarah Marshall ,118.0,30000000.0,62877175.0,7.2,Hit,217507,0,89.0,2008.0,Comedy|Drama|Romance,USA,English,R,1.85,Color,32877175.0,109.59058333333334,30.0,62.877175
Friday Night Lights             ,44.0,0.0,0.0,8.7,Hit,42746,0,,,Drama|Sport,USA,English,TV-14,1.78,Color,0.0,,0.0,0.0
Four Brothers ,109.0,45000000.0,74484168.0,6.9,Hit,109894,0,309.0,2005.0,Action|Crime|Drama|Mystery|Thriller,USA,English,R,2.35,Color,29484168.0,65.52037333333334,45.0,74.484168
Baby Mama ,99.0,30000000.0,60269340.0,6.0,Average,34079,0,5.0,2008.0,Comedy|Romance,USA,English,PG-13,1.85,Color,30269340.0,100.89779999999999,30.0,60.26934
Hope Floats ,114.0,30000000.0,60033780.0,5.9,Average,18973,0,0.0,1998.0,Drama|Romance,USA,English,PG-13,1.85,Color,30033780.0,100.1126,30.0,60.03378
Bride Wars ,89.0,30000000.0,58715510.0,5.4,Average,79094,0,56.0,2009.0,Comedy|Romance,USA,English,PG,1.85,Color,28715510.0,95.71836666666667,30.0,58.71551
Without a Paddle ,95.0,19000000.0,58156435.0,5.9,Average,37479,0,65.0,2004.0,Adventure|Comedy|Mystery,USA,English,PG-13,2.35,Color,39156435.0,206.08650000000003,19.0,58.156435
13 Going on 30 ,98.0,37000000.0,56044241.0,6.1,Hit,122187,0,56.0,2004.0,Comedy|Fantasy|Romance,USA,English,PG-13,1.85,Color,19044241.0,51.47092162162162,37.0,56.044241
Midnight in Paris ,94.0,17000000.0,56816662.0,7.7,Hit,301149,78000,11000.0,2011.0,Comedy|Fantasy|Romance,Spain,English,PG-13,1.85,Color,39816662.0,234.2156588235294,17.0,56.816662
The Nut Job ,85.0,42000000.0,64238770.0,5.8,Average,19547,0,7.0,2014.0,Adventure|Animation|Comedy|Family,Canada,English,PG,1.85,Color,22238770.0,52.94945238095238,42.0,64.23877
Blow ,124.0,30000000.0,52937130.0,7.6,Hit,198066,13000,47.0,2001.0,Biography|Crime|Drama,USA,English,R,2.35,Color,22937130.0,76.4571,30.0,52.93713
Message in a Bottle ,131.0,55000000.0,52799004.0,6.1,Hit,28942,0,43.0,1999.0,Drama|Romance,USA,English,PG-13,2.35,Color,-2200996.0,-4.001810909090909,55.0,52.799004
Star Trek V: The Final Frontier ,107.0,27800000.0,55210049.0,5.4,Average,43743,0,0.0,1989.0,Action|Adventure|Sci-Fi|Thriller,USA,English,PG,2.35,Color,27410049.0,98.59729856115108,27.8,55.210049
Like Mike ,99.0,30000000.0,51432423.0,5.1,Average,15074,1000,13.0,2002.0,Comedy|Family|Fantasy|Sport,USA,English,PG,1.85,Color,21432423.0,71.44141,30.0,51.432423
Naked Gun 33 1/3: The Final Insult ,83.0,30000000.0,51109400.0,6.4,Hit,76850,1000,88.0,1994.0,Comedy|Crime,USA,English,PG-13,1.85,Color,21109400.0,70.36466666666666,30.0,51.1094
A View to a Kill ,131.0,30000000.0,50300000.0,6.3,Hit,68565,0,46.0,1985.0,Action|Adventure|Thriller,UK,English,PG,2.35,Color,20300000.0,67.66666666666666,30.0,50.3
The Curse of the Were-Rabbit ,85.0,30000000.0,56068547.0,7.5,Hit,98160,0,9.0,2005.0,Animation|Comedy|Family|Mystery|Sci-Fi,UK,English,G,1.85,Color,26068547.0,86.89515666666667,30.0,56.068547
P.S. I Love You ,126.0,30000000.0,53680848.0,7.1,Hit,167967,20000,98.0,2007.0,Drama|Romance,USA,English,PG-13,1.85,Color,23680848.0,78.93616,30.0,53.680848
Racing Stripes ,102.0,0.0,49186871.0,5.2,Average,12570,771,7.0,2005.0,Adventure|Comedy|Drama|Family|Sport,USA,English,PG,1.85,Color,49186871.0,0.0,0.0,49.186871
Atonement ,123.0,30000000.0,50921738.0,7.8,Hit,192930,12000,456.0,2007.0,Drama|Mystery|Romance|War,UK,English,R,1.85,Color,20921738.0,69.73912666666666,30.0,50.921738
Letters to Juliet ,105.0,30000000.0,53021560.0,6.5,Hit,74630,13000,56.0,2010.0,Comedy|Drama|Romance,USA,English,PG,2.35,Color,23021560.0,76.73853333333334,30.0,53.02156
Black Rain ,125.0,30000000.0,45645204.0,6.6,Hit,39306,0,0.0,1989.0,Action|Crime|Thriller,USA,English,R,2.35,Color,15645204.0,52.15068000000001,30.0,45.645204
The Three Stooges ,92.0,0.0,44328238.0,5.1,Average,25484,13000,101.0,2012.0,Comedy,USA,English,PG,1.85,Color,44328238.0,0.0,0.0,44.328238
Corpse Bride ,77.0,40000000.0,53337608.0,7.4,Hit,188785,0,13000.0,2005.0,Animation|Drama|Family|Fantasy|Musical|Romance,USA,English,PG,1.85,Color,13337608.0,33.34402,40.0,53.337608
Glory Road ,118.0,0.0,42643187.0,7.2,Hit,34910,0,0.0,2006.0,Biography|Drama|Sport,USA,English,PG,2.35,Color,42643187.0,0.0,0.0,42.643187
Sicario ,121.0,30000000.0,46875468.0,7.6,Hit,196217,59000,777.0,2015.0,Action|Crime|Drama|Mystery|Thriller,USA,English,R,2.39,Color,16875468.0,56.25156,30.0,46.875468
Southpaw ,124.0,30000000.0,52418902.0,7.5,Hit,147128,44000,845.0,2015.0,Drama|Sport,USA,English,R,2.35,Color,22418902.0,74.72967333333334,30.0,52.418902
Drag Me to Hell ,99.0,30000000.0,42057340.0,6.6,Hit,158354,11000,0.0,2009.0,Horror|Thriller,USA,English,PG-13,2.35,Color,12057340.0,40.19113333333333,30.0,42.05734
The Age of Adaline ,112.0,25000000.0,42478175.0,7.2,Hit,93767,34000,43.0,2015.0,Drama|Fantasy|Romance,USA,English,PG-13,2.35,Color,17478175.0,69.9127,25.0,42.478175
Secondhand Lions ,111.0,30000000.0,41407470.0,7.6,Hit,43378,0,23.0,2003.0,Comedy|Drama|Family,USA,English,PG,1.85,Color,11407470.0,38.0249,30.0,41.40747
Step Up 3D ,107.0,30000000.0,42385520.0,6.2,Hit,47297,16000,209.0,2010.0,Drama|Music|Romance,USA,English,PG-13,1.85,Color,12385520.0,41.285066666666665,30.0,42.38552
Blue Crush ,104.0,30000000.0,40118420.0,5.6,Average,26066,0,134.0,2002.0,Drama|Romance|Sport,USA,English,PG-13,1.85,Color,10118420.0,33.72806666666667,30.0,40.11842
Stranger Than Fiction ,113.0,38000000.0,40137776.0,7.6,Hit,186977,13000,395.0,2006.0,Comedy|Drama|Fantasy|Romance,USA,English,PG-13,1.85,Color,2137776.0,5.625726315789473,38.0,40.137776
30 Days of Night ,113.0,32000000.0,39568996.0,6.6,Hit,138435,0,171.0,2007.0,Horror,USA,English,R,2.35,Color,7568996.0,23.653112500000002,32.0,39.568996
The Cabin in the Woods ,95.0,30000000.0,42043633.0,7.0,Hit,277172,66000,246.0,2012.0,Fantasy|Horror|Mystery|Thriller,USA,English,R,2.35,Color,12043633.0,40.14544333333333,30.0,42.043633
Meet the Spartans ,86.0,30000000.0,38232624.0,2.7,Flop,88518,0,82.0,2008.0,Comedy,USA,English,PG-13,1.85,Color,8232624.0,27.44208,30.0,38.232624
Midnight Run ,126.0,30000000.0,38413606.0,7.6,Hit,54042,0,102.0,1988.0,Action|Comedy|Crime|Thriller,USA,English,R,1.85,Color,8413606.0,28.045353333333335,30.0,38.413606
The Running Man ,101.0,27000000.0,38122105.0,6.6,Hit,112669,0,343.0,1987.0,Action|Crime|Sci-Fi|Thriller,USA,English,R,1.37,Color,11122105.0,41.19298148148148,27.0,38.122105
Little Shop of Horrors ,102.0,25000000.0,38747385.0,6.9,Hit,49349,0,0.0,1986.0,Comedy|Horror|Musical|Sci-Fi,USA,English,PG-13,1.85,Color,13747385.0,54.989540000000005,25.0,38.747385
Hanna ,111.0,30000000.0,40247512.0,6.8,Hit,159198,38000,456.0,2011.0,Action|Drama|Thriller,USA,English,PG-13,2.35,Color,10247512.0,34.15837333333333,30.0,40.247512
The Family             ,60.0,0.0,0.0,7.5,Hit,3322,0,,,Drama|Mystery,USA,English,TV-PG,16.0,Color,0.0,,0.0,0.0
Mortal Kombat: Annihilation ,95.0,30000000.0,35927406.0,3.7,Average,36363,1000,40.0,1997.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,USA,English,PG-13,1.85,Color,5927406.0,19.758020000000002,30.0,35.927406
Larry Crowne ,98.0,30000000.0,35565975.0,6.1,Hit,49205,0,15000.0,2011.0,Comedy|Drama|Romance,USA,English,PG-13,2.35,Color,5565975.0,18.55325,30.0,35.565975
Carrie ,100.0,30000000.0,35266619.0,5.9,Average,108242,39000,108.0,2013.0,Drama|Fantasy|Horror,USA,English,R,2.35,Color,5266619.0,17.555396666666667,30.0,35.266619
Take the Lead ,118.0,30000000.0,34703228.0,6.7,Hit,21767,0,3.0,2006.0,Drama|Music,USA,English,PG-13,1.85,Color,4703228.0,15.677426666666666,30.0,34.703228
Entourage             ,28.0,0.0,0.0,8.5,Hit,135643,0,,,Comedy|Drama,USA,English,TV-MA,1.78,Color,0.0,,0.0,0.0
Gridiron Gang ,125.0,30000000.0,38432823.0,6.9,Hit,33067,0,21.0,2006.0,Crime|Drama|Sport,USA,English,PG-13,2.35,Color,8432823.0,28.10941,30.0,38.432823
What's the Worst That Could Happen? ,94.0,45000000.0,32095318.0,5.5,Average,12466,304,39.0,2001.0,Comedy|Crime,USA,English,PG-13,1.85,Color,-12904682.0,-28.677071111111115,45.0,32.095318
9 ,79.0,30000000.0,31743332.0,7.1,Hit,111117,13000,30.0,2009.0,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,USA,English,PG-13,1.85,Color,1743332.0,5.811106666666667,30.0,31.743332
Side Effects ,106.0,30000000.0,32154410.0,7.1,Hit,148327,29000,0.0,2013.0,Crime|Drama|Thriller,USA,English,R,1.85,Color,2154410.0,7.1813666666666665,30.0,32.15441
The Prince and Me ,111.0,0.0,28165882.0,5.9,Average,31984,0,57.0,2004.0,Comedy|Family|Romance,USA,English,PG,1.85,Color,28165882.0,0.0,0.0,28.165882
Winnie the Pooh ,63.0,30000000.0,26687172.0,7.3,Hit,15600,0,15.0,2011.0,Adventure|Animation|Comedy|Family|Musical,USA,English,G,1.85,Color,-3312828.0,-11.04276,30.0,26.687172
Dumb and Dumberer: When Harry Met Lloyd ,85.0,19000000.0,26096584.0,3.4,Average,30651,1000,14.0,2003.0,Comedy,USA,English,PG-13,1.37,Color,7096584.0,37.35044210526316,19.0,26.096584
Bulworth ,108.0,30000000.0,26525834.0,6.8,Hit,21998,0,631.0,1998.0,Comedy|Drama|Romance,USA,English,R,1.85,Color,-3474166.0,-11.580553333333334,30.0,26.525834
Get on Up ,139.0,30000000.0,30513940.0,6.9,Hit,15843,11000,150.0,2014.0,Biography|Drama|Music,USA,English,PG-13,1.85,Color,513940.0,1.7131333333333332,30.0,30.51394
One True Thing ,127.0,30000000.0,23209440.0,7.0,Hit,9283,592,73.0,1998.0,Drama,USA,English,R,1.85,Color,-6790560.0,-22.6352,30.0,23.20944
Virtuosity ,106.0,30000000.0,24048000.0,5.5,Average,23579,0,32.0,1995.0,Action|Crime|Sci-Fi|Thriller,USA,English,R,2.35,Color,-5952000.0,-19.84,30.0,24.048
My Super Ex-Girlfriend ,95.0,30000000.0,22526144.0,5.1,Average,53884,1000,425.0,2006.0,Comedy|Romance|Sci-Fi,USA,English,PG-13,2.35,Color,-7473856.0,-24.912853333333334,30.0,22.526144
Deliver Us from Evil ,118.0,30000000.0,30523568.0,6.2,Hit,54447,18000,301.0,2014.0,Horror|Mystery|Thriller,USA,English,R,2.35,Color,523568.0,1.7452266666666667,30.0,30.523568
Sanctum ,108.0,30000000.0,23070045.0,5.9,Average,47003,11000,24.0,2011.0,Adventure|Drama|Thriller,USA,English,R,1.85,Color,-6929955.0,-23.09985,30.0,23.070045
Little Black Book ,105.0,35000000.0,20422207.0,5.2,Average,15052,484,34.0,2004.0,Comedy|Drama|Romance,USA,English,PG-13,2.35,Color,-14577793.0,-41.65083714285714,35.0,20.422207
The Five-Year Engagement ,131.0,30000000.0,28644770.0,6.2,Hit,78974,11000,89.0,2012.0,Comedy|Romance,USA,English,R,1.85,Color,-1355230.0,-4.517433333333333,30.0,28.64477
Mr 3000 ,104.0,30000000.0,21800302.0,5.5,Average,12164,491,30.0,2004.0,Comedy|Drama|Romance|Sport,USA,English,PG-13,1.85,Color,-8199698.0,-27.332326666666667,30.0,21.800302
The Next Three Days ,133.0,35000000.0,21129348.0,7.4,Hit,146364,27000,549.0,2010.0,Crime|Drama|Romance|Thriller,USA,English,PG-13,2.35,Color,-13870652.0,-39.63043428571428,35.0,21.129348
Ultraviolet ,94.0,30000000.0,18500966.0,4.4,Average,70341,0,110.0,2006.0,Action|Horror|Sci-Fi|Thriller,USA,English,PG-13,1.85,Color,-11499034.0,-38.33011333333333,30.0,18.500966
Assault on Precinct 13 ,109.0,20000000.0,19976073.0,6.3,Hit,65979,999,25.0,2005.0,Action|Crime|Drama|Thriller,USA,English,R,2.35,Color,-23927.0,-0.119635,20.0,19.976073
The Replacement Killers ,96.0,30000000.0,18967571.0,6.1,Hit,23345,629,845.0,1998.0,Action|Crime|Thriller,USA,English,R,2.35,Color,-11032429.0,-36.77476333333333,30.0,18.967571
Fled ,105.0,25000000.0,17100000.0,5.3,Average,7073,204,114.0,1996.0,Action|Adventure|Crime|Drama|Romance,USA,English,R,1.85,Color,-7900000.0,-31.6,25.0,17.1
Eight Legged Freaks ,99.0,30000000.0,17266505.0,5.4,Average,43764,0,11.0,2002.0,Action|Comedy|Horror,USA,English,PG-13,2.35,Color,-12733495.0,-42.44498333333333,30.0,17.266505
Love & Other Drugs ,112.0,30000000.0,32357532.0,6.7,Hit,143368,24000,380.0,2010.0,Comedy|Drama|Romance,USA,English,R,1.85,Color,2357532.0,7.85844,30.0,32.357532
88 Minutes ,108.0,30000000.0,16930884.0,5.9,Average,65628,0,50.0,2007.0,Crime|Drama|Mystery|Thriller,USA,English,R,2.35,Color,-13069116.0,-43.56372,30.0,16.930884
North Country ,126.0,35000000.0,18324242.0,7.3,Hit,32815,0,51.0,2005.0,Drama,USA,English,R,2.35,Color,-16675758.0,-47.645022857142855,35.0,18.324242
The Whole Ten Yards ,98.0,40000000.0,16323969.0,5.5,Average,45775,462,41.0,2004.0,Comedy|Crime|Thriller,USA,English,PG-13,1.85,Color,-23676031.0,-59.1900775,40.0,16.323969
Splice ,104.0,26000000.0,16999046.0,5.8,Average,79517,12000,165.0,2009.0,Drama|Horror|Sci-Fi,Canada,English,R,1.85,Color,-9000954.0,-34.61905384615385,26.0,16.999046
Howard the Duck ,110.0,35000000.0,16295774.0,4.6,Average,33669,0,8.0,1986.0,Action|Adventure|Comedy|Romance|Sci-Fi,USA,English,PG,1.85,Color,-18704226.0,-53.440645714285715,35.0,16.295774
